,obs_id,date,x,y,taxon.taxon_id,taxon.no_isfs,taxon_orig,municipality.name,phenology,locality_descript,specimen_type,v_co_canton,xy_precision,altitude_min,cover,md,slug
364,11768245,2022-04-25 10:22:50,585619.5,220023.16,1039039,,Rosa sp.,Biel/Bienne,2.0,ta111,,BE,2.5,438.9,12.0,2022-04-25 10:22:50,rosa
365,11768244,2022-04-25 10:23:08,585619.5,220023.16,1039129,,Rubus sp.,Biel/Bienne,2.0,ta111,,BE,2.5,438.9,13.0,2022-04-25 10:23:08,rubus
366,11768243,2022-04-25 10:23:30,585618.81,220023.16,1006490,59100.0,Bellis perennis,Biel/Bienne,5.0,ta111,,BE,2.0,438.9,11.0,2022-04-25 10:23:30,bellisperennis
367,11768242,2022-04-25 10:23:53,585618.81,220023.16,1021470,188795.0,Geranium robertianum,Biel/Bienne,5.0,ta111,,BE,2.0,438.9,12.0,2022-04-25 10:23:53,geraniumrobertianum
368,11768241,2022-04-25 10:24:23,585618.68,220023.89,1012620,116400.0,Clematis vitalba,Biel/Bienne,2.0,ta111,,BE,2.0,438.9,13.0,2022-04-25 10:24:23,clematisvitalba
369,11768240,2022-04-25 10:24:52,585618.68,220023.89,1050210,451000.0,Viola cf. odorata,Biel/Bienne,6.0,ta111,,BE,2.0,438.9,11.0,2022-04-25 10:24:52,violaodorata
370,11768239,2022-04-25 10:26:12,585614.9,220019.48,1002520,22100.0,Alliaria petiolata,Biel/Bienne,5.0,ta111,,BE,3.0,439.2,11.0,2022-04-25 10:26:12,alliariapetiolata
371,11768238,2022-04-25 10:27:01,585615.79,220023.58,1013440,121780.0,Cotoneaster cf. horizontalis,Biel/Bienne,3.0,ta111,,BE,2.0,438.9,12.0,2022-04-25 10:27:01,cotoneasterhorizontalis
372,11768237,2022-04-25 10:28:01,585617.89,220025.2,1044740,402300.0,Sorbus cf. aucuparia,Biel/Bienne,2.0,ta111,,BE,2.5,438.9,12.0,2022-04-25 10:28:01,sorbusaucuparia
373,11768236,2022-04-25 10:43:03,586438.55,219581.61,1041200,367600.0,Salvia pratensis,Biel/Bienne,5.0,ta61,,BE,2.0,439.5,12.0,2022-04-25 10:43:03,salviapratensis
374,11768235,2022-04-25 10:44:37,586445.61,219570.32,1041340,368650.0,Sanguisorba minor,Biel/Bienne,4.0,ta61,,BE,2.0,437.1,12.0,2022-04-25 10:44:37,sanguisorbaminor
375,11768234,2022-04-25 10:45:17,586454.06,219557.67,1042030,376000.0,Saxifraga tridactylites,Biel/Bienne,5.0,ta61,,BE,2.0,439.1,12.0,2022-04-25 10:45:17,saxifragatridactylites
376,11768233,2022-04-25 10:45:38,586453.82,219557.18,1049160,440800.0,Veronica arvensis,Biel/Bienne,5.0,ta61,,BE,2.5,439.1,12.0,2022-04-25 10:45:38,veronicaarvensis
377,11768232,2022-04-25 10:45:57,586455.37,219555.28,1021690,190500.0,Glechoma hederacea,Biel/Bienne,6.0,ta61,,BE,2.0,439.1,12.0,2022-04-25 10:45:57,glechomahederacea
378,11768231,2022-04-25 10:47:00,586456.51,219553.03,1029700,265900.0,Myosotis cf. arvensis,Biel/Bienne,5.0,ta61,,BE,2.0,439.1,12.0,2022-04-25 10:47:00,myosotisarvensis
379,11768230,2022-04-25 10:47:56,586464.67,219541.02,1027510,244410.0,Lotus corniculatus aggr.,Biel/Bienne,4.0,ta61,,BE,2.0,438.4,12.0,2022-04-25 10:47:56,lotuscorniculatus
380,11768229,2022-04-25 10:48:23,586464.67,219541.02,1049380,442700.0,Veronica cf. persica,Biel/Bienne,5.0,ta61,,BE,2.0,438.4,12.0,2022-04-25 10:48:23,veronicapersica
381,11768228,2022-04-25 10:49:14,586462.16,219545.31,1028530,255300.0,Medicago lupulina,Biel/Bienne,4.0,ta61,,BE,2.0,438.4,12.0,2022-04-25 10:49:14,medicagolupulina
382,11768227,2022-04-25 10:49:35,586453.2,219557.05,1049820,446995.0,Vicia sativa,Biel/Bienne,4.0,ta61,,BE,3.0,439.1,12.0,2022-04-25 10:49:35,viciasativa
383,11768226,2022-04-25 10:50:47,586453.13,219557.31,1011390,103595.0,Cerastium cf. fontanum,Biel/Bienne,5.0,ta61,,BE,2.5,439.1,12.0,2022-04-25 10:50:47,cerastiumfontanum
384,11768225,2022-04-25 10:51:30,586451.55,219559.53,1046610,418800.0,Thlaspi perfoliatum,Biel/Bienne,6.0,ta61,,BE,2.5,437.1,12.0,2022-04-25 10:51:30,thlaspiperfoliatum
385,11768224,2022-04-25 10:52:32,586452.11,219563.97,1020510,179000.0,Galium mollugo aggr.,Biel/Bienne,5.0,ta61,,BE,2.5,437.1,12.0,2022-04-25 10:52:32,galiummollugo
386,11768223,2022-04-25 10:52:54,586453.55,219564.96,1002520,22100.0,Alliaria petiolata,Biel/Bienne,5.0,ta61,,BE,2.0,439.1,12.0,2022-04-25 10:52:54,alliariapetiolata
387,11768222,2022-04-25 10:53:20,586453.14,219564.41,1043530,390500.0,Senecio vulgaris,Biel/Bienne,5.0,ta61,,BE,2.5,439.1,11.0,2022-04-25 10:53:20,seneciovulgaris
388,11768221,2022-04-25 10:54:50,586449.3,219568.42,1000070,300.0,Acer campestre,Biel/Bienne,2.0,ta61,,BE,2.5,437.1,12.0,2022-04-25 10:54:50,acercampestre
389,11768220,2022-04-25 10:55:44,586436.33,219583.78,1017710,156000.0,Erodium cf. cicutarium,Biel/Bienne,5.0,ta61,,BE,2.5,439.5,12.0,2022-04-25 10:55:44,erodiumcicutarium
390,11768219,2022-04-25 10:57:36,586421.5,219613.21,1035790,322100.0,Potentilla cf. crantzii,Biel/Bienne,5.0,ta61,,BE,2.0,439.4,12.0,2022-04-25 10:57:36,potentillacrantzii
391,11768218,2022-04-25 10:58:04,586421.86,219612.92,1025750,226500.0,Lamium purpureum,Biel/Bienne,5.0,ta61,,BE,2.0,439.4,11.0,2022-04-25 10:58:04,lamiumpurpureum
392,11768217,2022-04-25 10:59:01,586415.69,219627.97,1048775,437550.0,Valerianella cf. locusta aggr.,Biel/Bienne,5.0,ta61,,BE,1.5,439.7,12.0,2022-04-25 10:59:01,valerianellalocusta
393,11768216,2022-04-25 10:59:18,586416.17,219627.97,1048360,433400.0,Urtica dioica,Biel/Bienne,2.0,ta61,,BE,2.0,439.7,12.0,2022-04-25 10:59:18,urticadioica
394,11768215,2022-04-25 10:59:34,586415.09,219629.43,1039039,,Rosa sp.,Biel/Bienne,2.0,ta61,,BE,2.0,439.7,12.0,2022-04-25 10:59:34,rosa
395,11768214,2022-04-25 11:00:06,586415.11,219629.34,1047180,422950.0,Tragopogon cf. pratensis,Biel/Bienne,5.0,ta61,,BE,2.0,439.7,11.0,2022-04-25 11:00:06,tragopogonpratensis
396,11768213,2022-04-25 11:00:34,586413.94,219631.45,1070009,,Poaceae,Biel/Bienne,5.0,ta61,,BE,2.0,439.7,16.0,2022-04-25 11:00:34,poaceae
397,11768212,2022-04-25 11:01:21,586411.73,219633.38,1021450,188600.0,Geranium pyrenaicum,Biel/Bienne,5.0,ta61,,BE,2.0,439.7,12.0,2022-04-25 11:01:21,geraniumpyrenaicum
398,11768211,2022-04-25 11:01:36,586411.64,219633.44,1046080,413100.0,Taraxacum officinale aggr.,Biel/Bienne,6.0,ta61,,BE,2.0,439.7,12.0,2022-04-25 11:01:36,taraxacumofficinale
399,11768210,2022-04-25 11:02:30,586408.79,219634.37,1044300,398600.0,Sisymbrium officinale,Biel/Bienne,5.0,ta61,,BE,3.0,439.7,12.0,2022-04-25 11:02:30,sisymbriumofficinale
400,11768209,2022-04-25 11:02:49,586410.96,219634.1,1040290,360400.0,Rumex obtusifolius,Biel/Bienne,2.0,ta61,,BE,2.5,439.7,12.0,2022-04-25 11:02:49,rumexobtusifolius
401,11768208,2022-04-25 11:03:23,586403.61,219645.16,1048360,433400.0,Urtica dioica,Biel/Bienne,2.0,ta164,,BE,2.5,439.7,12.0,2022-04-25 11:03:23,urticadioica
402,11768207,2022-04-25 11:03:44,586403.61,219645.16,1041200,367600.0,Salvia pratensis,Biel/Bienne,5.0,ta164,,BE,2.5,439.7,12.0,2022-04-25 11:03:44,salviapratensis
403,11768206,2022-04-25 11:03:56,586403.61,219645.16,1049380,442700.0,Veronica cf. persica,Biel/Bienne,5.0,ta164,,BE,3.0,439.7,12.0,2022-04-25 11:03:56,veronicapersica
404,11768205,2022-04-25 11:04:16,586403.61,219645.16,1020400,177600.0,Galium aparine,Biel/Bienne,2.0,ta164,,BE,2.5,439.7,12.0,2022-04-25 11:04:16,galiumaparine
405,11768204,2022-04-25 11:04:34,586405.07,219646.03,1049290,441900.0,Veronica hederifolia,Biel/Bienne,5.0,ta164,,BE,2.5,439.7,12.0,2022-04-25 11:04:34,veronicahederifolia
406,11768203,2022-04-25 11:04:52,586404.98,219646.45,1040290,360400.0,Rumex obtusifolius,Biel/Bienne,2.0,ta164,,BE,2.5,439.7,12.0,2022-04-25 11:04:52,rumexobtusifolius
407,11768202,2022-04-25 11:05:06,586404.94,219647.5,1021690,190500.0,Glechoma hederacea,Biel/Bienne,6.0,ta164,,BE,2.5,439.7,12.0,2022-04-25 11:05:06,glechomahederacea
408,11768201,2022-04-25 11:05:46,586399.03,219653.35,1021450,188600.0,Geranium pyrenaicum,Biel/Bienne,5.0,ta164,,BE,2.0,439.8,12.0,2022-04-25 11:05:46,geraniumpyrenaicum
409,11768200,2022-04-25 11:06:01,586395.09,219654.47,1025750,226500.0,Lamium purpureum,Biel/Bienne,5.0,ta164,,BE,3.0,440.0,12.0,2022-04-25 11:06:01,lamiumpurpureum
410,11768199,2022-04-25 11:06:37,586393.44,219665.64,1020510,179000.0,Galium mollugo aggr.,Biel/Bienne,4.0,ta164,,BE,3.0,440.0,12.0,2022-04-25 11:06:37,galiummollugo
411,11768198,2022-04-25 11:08:11,586393.44,219665.64,1016920,150600.0,Equisetum cf. arvense,Biel/Bienne,6.0,ta164,,BE,3.5,440.0,11.0,2022-04-25 11:08:11,equisetumarvense
412,11768197,2022-04-25 11:08:54,586395.97,219668.75,1037510,337700.0,Ranunculus bulbosus,Biel/Bienne,5.0,ta164,,BE,2.5,440.0,12.0,2022-04-25 11:08:54,ranunculusbulbosus
413,11768196,2022-04-25 11:10:06,586393.83,219667.5,1049860,447400.0,Vicia sepium,Biel/Bienne,4.0,ta164,,BE,3.0,440.0,13.0,2022-04-25 11:10:06,viciasepium
414,11768195,2022-04-25 11:12:01,586385.22,219685.1,1041340,368650.0,Sanguisorba minor,Biel/Bienne,5.0,ta164,,BE,2.5,439.7,12.0,2022-04-25 11:12:01,sanguisorbaminor
415,11768194,2022-04-25 11:12:21,586384.64,219685.22,1004470,40605.0,Arabis cf. hirsuta aggr.,Biel/Bienne,5.0,ta164,,BE,2.5,439.7,12.0,2022-04-25 11:12:21,arabishirsuta
416,11768193,2022-04-25 11:14:49,586404.07,219662.33,1035790,322100.0,Potentilla cf. crantzii,Biel/Bienne,5.0,ta164,,BE,2.0,439.8,12.0,2022-04-25 11:14:49,potentillacrantzii
417,11768192,2022-04-25 11:15:24,586406.72,219661.3,1048780,437500.0,Valerianella cf. locusta,Biel/Bienne,5.0,ta164,,BE,2.0,439.8,12.0,2022-04-25 11:15:24,valerianellalocusta
418,11768191,2022-04-25 11:16:01,586406.71,219656.78,1027510,244410.0,Lotus corniculatus aggr.,Biel/Bienne,5.0,ta164,,BE,2.5,439.8,12.0,2022-04-25 11:16:01,lotuscorniculatus
419,11768190,2022-04-25 11:17:05,586402.74,219657.73,1017800,156700.0,Erophila cf. verna aggr.,Biel/Bienne,8.0,ta164,,BE,2.0,439.8,12.0,2022-04-25 11:17:05,erophilaverna
420,11768189,2022-04-25 11:17:32,586404.13,219660.63,1028530,255300.0,Medicago lupulina,Biel/Bienne,5.0,ta164,,BE,2.0,439.8,12.0,2022-04-25 11:17:32,medicagolupulina
421,11768188,2022-04-25 11:18:15,586403.96,219662.47,1046080,413100.0,Taraxacum cf. officinale aggr.,Biel/Bienne,7.0,ta164,,BE,2.0,439.8,12.0,2022-04-25 11:18:15,taraxacumofficinale
422,11768187,2022-04-25 11:19:25,586402.77,219663.08,1038110,342900.0,Reseda lutea,Biel/Bienne,4.0,ta164,,BE,2.0,439.8,11.0,2022-04-25 11:19:25,resedalutea
423,11768186,2022-04-25 11:19:48,586403.57,219662.06,1008890,78900.0,Cardamine hirsuta,Biel/Bienne,8.0,ta164,,BE,2.5,439.8,12.0,2022-04-25 11:19:48,cardaminehirsuta
424,11768185,2022-04-25 11:20:43,586404.37,219662.42,1034330,307800.0,Plantago lanceolata,Biel/Bienne,4.0,ta164,,BE,2.5,439.8,11.0,2022-04-25 11:20:43,plantagolanceolata
425,11768184,2022-04-25 11:21:03,586410.36,219660.93,1070009,,Poaceae,Biel/Bienne,5.0,ta164,,BE,6.5,439.8,16.0,2022-04-25 11:21:03,poaceae
426,11768183,2022-04-25 11:21:27,586401.19,219661.13,1043530,390500.0,Senecio vulgaris,Biel/Bienne,5.0,ta164,,BE,4.0,439.8,11.0,2022-04-25 11:21:27,seneciovulgaris
427,11768182,2022-04-25 11:22:03,586402.27,219665.62,1039039,,Rosa sp.,Biel/Bienne,2.0,ta164,,BE,3.0,439.8,12.0,2022-04-25 11:22:03,rosa
428,11768181,2022-04-25 16:07:15,585889.74,220746.23,1006490,59100.0,Bellis perennis,Biel/Bienne,5.0,ta142,,BE,3.0,437.4,13.0,2022-04-25 16:07:15,bellisperennis
429,11768180,2022-04-25 16:07:39,585889.74,220746.23,1021690,190500.0,Glechoma hederacea,Biel/Bienne,5.0,ta142,,BE,2.5,437.4,13.0,2022-04-25 16:07:39,glechomahederacea
430,11768179,2022-04-25 16:07:57,585885.39,220748.53,1037510,337700.0,Ranunculus bulbosus,Biel/Bienne,5.0,ta142,,BE,3.0,437.4,12.0,2022-04-25 16:07:57,ranunculusbulbosus
431,11768178,2022-04-25 16:08:21,585884.01,220749.21,1025750,226500.0,Lamium purpureum,Biel/Bienne,8.0,ta142,,BE,3.0,437.4,12.0,2022-04-25 16:08:21,lamiumpurpureum
432,11768177,2022-04-25 16:08:48,585888.52,220749.28,1049160,440800.0,Veronica arvensis,Biel/Bienne,5.0,ta142,,BE,3.5,437.4,12.0,2022-04-25 16:08:48,veronicaarvensis
433,11768176,2022-04-25 16:09:11,585889.34,220748.56,1029610,265150.0,Muscari cf. armeniacum,Biel/Bienne,7.0,ta142,,BE,2.5,437.4,12.0,2022-04-25 16:09:11,muscariarmeniacum
434,11768175,2022-04-25 16:09:41,585892.46,220749.84,1049210,441400.0,Veronica cf. chamaedrys,Biel/Bienne,5.0,ta142,,BE,2.5,437.4,12.0,2022-04-25 16:09:41,veronicachamaedrys
435,11768174,2022-04-25 16:10:31,585890.69,220749.03,1046080,413100.0,Taraxacum cf. officinale aggr.,Biel/Bienne,6.0,ta142,,BE,2.0,437.4,13.0,2022-04-25 16:10:31,taraxacumofficinale
436,11768173,2022-04-25 16:12:22,585892.72,220748.55,1029700,265900.0,Myosotis cf. arvensis,Biel/Bienne,5.0,ta142,,BE,2.5,437.4,11.0,2022-04-25 16:12:22,myosotisarvensis
437,11768172,2022-04-25 16:12:53,585890.24,220744.82,1008890,78900.0,Cardamine hirsuta,Biel/Bienne,6.0,ta142,,BE,2.0,437.4,12.0,2022-04-25 16:12:53,cardaminehirsuta
438,11768171,2022-04-25 16:13:33,585888.93,220744.65,1049460,443395.0,Veronica serpyllifolia,Biel/Bienne,5.0,ta142,,BE,2.5,437.4,12.0,2022-04-25 16:13:33,veronicaserpyllifolia
439,11768170,2022-04-25 16:14:09,585888.5,220743.55,1040160,359000.0,Rumex cf. acetosella,Biel/Bienne,5.0,ta142,,BE,1.5,437.4,12.0,2022-04-25 16:14:09,rumexacetosella
440,11768169,2022-04-25 16:14:59,585883.89,220738.11,1020510,179000.0,Galium mollugo aggr.,Biel/Bienne,4.0,ta142,,BE,3.0,437.4,13.0,2022-04-25 16:14:59,galiummollugo
441,11768168,2022-04-25 16:15:56,585888.61,220736.05,1036330,327195.0,Primula veris,Biel/Bienne,5.0,ta142,,BE,3.0,437.4,12.0,2022-04-25 16:15:56,primulaveris
442,11768167,2022-04-25 16:16:22,585885.69,220740.53,1013580,122500.0,Crataegus monogyna aggr.,Biel/Bienne,5.0,ta142,,BE,2.0,437.4,12.0,2022-04-25 16:16:22,crataegusmonogyna
443,11768166,2022-04-25 16:16:47,585887.13,220739.94,1034330,307800.0,Plantago lanceolata,Biel/Bienne,3.0,ta142,,BE,2.5,437.4,12.0,2022-04-25 16:16:47,plantagolanceolata
444,11768165,2022-04-25 16:18:30,585890.4,220743.2,1013640,123100.0,Crepis cf. biennis,Biel/Bienne,5.0,ta142,,BE,2.5,437.4,12.0,2022-04-25 16:18:30,crepisbiennis
445,11768164,2022-04-25 16:18:59,585889.73,220742.19,1000070,300.0,Acer campestre,Biel/Bienne,1.0,ta142,,BE,2.0,437.4,12.0,2022-04-25 16:18:59,acercampestre
446,11768163,2022-04-25 16:19:44,585890.22,220735.35,1040540,362800.0,Salix alba,Biel/Bienne,5.0,ta142,,BE,3.0,437.4,12.0,2022-04-25 16:19:44,salixalba
447,11768162,2022-04-25 16:19:59,585890.22,220735.35,1048360,433400.0,Urtica dioica,Biel/Bienne,2.0,ta142,,BE,3.0,437.4,12.0,2022-04-25 16:19:59,urticadioica
448,11768161,2022-04-25 16:20:22,585890.03,220736.55,1016920,150600.0,Equisetum arvense,Biel/Bienne,6.0,ta142,,BE,2.5,437.4,12.0,2022-04-25 16:20:22,equisetumarvense
449,11768160,2022-04-25 16:21:02,585884.66,220741.82,1049380,442700.0,Veronica cf. persica,Biel/Bienne,5.0,ta142,,BE,2.0,437.4,12.0,2022-04-25 16:21:02,veronicapersica
450,11768159,2022-04-25 16:21:36,585882.88,220737.36,1011390,103595.0,Cerastium fontanum,Biel/Bienne,5.0,ta142,,BE,2.0,437.4,12.0,2022-04-25 16:21:36,cerastiumfontanum
451,11768158,2022-04-25 16:22:00,585885.5,220733.55,1070009,,Poaceae,Biel/Bienne,4.0,ta142,D,BE,2.0,437.4,16.0,2022-04-25 16:22:00,poaceae
452,11768157,2022-04-25 16:30:46,586098.03,221127.76,1046080,413100.0,Taraxacum officinale aggr.,Biel/Bienne,7.0,ta165,,BE,2.5,436.6,13.0,2022-04-25 16:30:46,taraxacumofficinale
453,11768156,2022-04-25 16:31:05,586098.9,221126.1,1048360,433400.0,Urtica dioica,Biel/Bienne,2.0,ta165,,BE,2.0,436.6,12.0,2022-04-25 16:31:05,urticadioica
454,11768155,2022-04-25 16:31:18,586104.11,221129.23,1002520,22100.0,Alliaria petiolata,Biel/Bienne,5.0,ta165,,BE,2.0,436.6,12.0,2022-04-25 16:31:18,alliariapetiolata
455,11768154,2022-04-25 16:31:52,586104.8,221129.7,1034330,307800.0,Plantago lanceolata,Biel/Bienne,4.0,ta165,,BE,2.0,436.6,12.0,2022-04-25 16:31:52,plantagolanceolata
456,11768153,2022-04-25 16:32:10,586110.63,221134.87,1040290,360400.0,Rumex obtusifolius,Biel/Bienne,5.0,ta165,,BE,2.0,436.6,12.0,2022-04-25 16:32:10,rumexobtusifolius
457,11768152,2022-04-25 16:32:41,586111.87,221135.8,1013580,122500.0,Crataegus monogyna aggr.,Biel/Bienne,4.0,ta165,,BE,2.5,436.6,14.0,2022-04-25 16:32:41,crataegusmonogyna
458,11768151,2022-04-25 16:33:00,586114.97,221138.35,1022100,194000.0,Hedera helix,Biel/Bienne,2.0,ta165,,BE,2.5,436.6,13.0,2022-04-25 16:33:00,hederahelix
459,11768150,2022-04-25 16:33:13,586115.99,221139.82,1021690,190500.0,Glechoma hederacea,Biel/Bienne,5.0,ta165,,BE,2.5,436.6,12.0,2022-04-25 16:33:13,glechomahederacea
460,11768149,2022-04-25 16:33:34,586118.21,221140.07,1011840,108200.0,Chelidonium majus,Biel/Bienne,4.0,ta165,,BE,2.0,436.6,12.0,2022-04-25 16:33:34,chelidoniummajus
461,11768148,2022-04-25 16:37:51,586141.65,221150.8,1004010,35900.0,Anthriscus sylvestris,Biel/Bienne,5.0,ta165,,BE,2.0,437.5,12.0,2022-04-25 16:37:51,anthriscussylvestris
462,11768147,2022-04-25 16:38:42,586136.34,221150.23,1025730,226200.0,Lamium maculatum,Biel/Bienne,5.0,ta165,,BE,2.5,437.5,12.0,2022-04-25 16:38:42,lamiummaculatum
463,11768146,2022-04-25 16:39:03,586136.27,221149.97,1013320,121600.0,Corylus avellana,Biel/Bienne,6.0,ta165,,BE,2.5,437.5,12.0,2022-04-25 16:39:03,corylusavellana
464,11768145,2022-04-25 16:39:53,586138.17,221152.45,1037550,338200.0,Ranunculus ficaria,Biel/Bienne,6.0,ta165,,BE,2.0,438.7,13.0,2022-04-25 16:39:53,ranunculusficaria
465,11768144,2022-04-25 16:41:09,586140.75,221157.14,1039039,,Rosa sp.,Biel/Bienne,2.0,ta165,,BE,2.0,438.7,12.0,2022-04-25 16:41:09,rosa
466,11768143,2022-04-25 16:44:17,586121.95,221143.79,1037370,336595.0,Ranunculus cf. acris,Biel/Bienne,5.0,ta165,,BE,2.5,436.6,12.0,2022-04-25 16:44:17,ranunculusacris
467,11768142,2022-04-25 16:45:45,586139.67,221148.94,1021470,188795.0,Geranium robertianum,Biel/Bienne,4.0,ta165,,BE,3.0,437.5,12.0,2022-04-25 16:45:45,geraniumrobertianum
468,11768141,2022-04-25 16:47:17,586163.23,221164.01,1027470,244050.0,Lonicera pileata,Biel/Bienne,2.0,ta165,,BE,2.5,438.8,12.0,2022-04-25 16:47:17,lonicerapileata
469,11768140,2022-04-25 16:49:24,586146.64,221153.46,1023110,202700.0,Hieracium cf. murorum aggr.,Biel/Bienne,3.0,ta165,,BE,3.5,437.5,13.0,2022-04-25 16:49:24,hieraciummurorum
470,11768139,2022-04-25 16:50:24,586136.95,221150.85,1013320,121600.0,Corylus cf. avellana,Biel/Bienne,6.0,ta165,,BE,3.5,437.5,12.0,2022-04-25 16:50:24,corylusavellana
471,11456998,2022-04-18 09:10:53,585677.02,220515.63,1006450,58600.0,Barbarea vulgaris,Biel/Bienne,5.0,ta104,,BE,2.0,439.2,12.0,2022-04-18 09:10:53,barbareavulgaris
472,11456997,2022-04-18 09:11:49,585677.02,220515.63,1034390,308100.0,Plantago media,Biel/Bienne,5.0,ta104,,BE,2.0,439.2,12.0,2022-04-18 09:11:49,plantagomedia
473,11456996,2022-04-18 09:12:03,585676.56,220515.96,1028530,255300.0,Medicago lupulina,Biel/Bienne,5.0,ta104,,BE,1.5,439.2,12.0,2022-04-18 09:12:03,medicagolupulina
474,11456995,2022-04-18 09:12:22,585676.84,220515.36,1041200,367600.0,Salvia pratensis,Biel/Bienne,3.0,ta104,,BE,1.5,439.2,13.0,2022-04-18 09:12:22,salviapratensis
475,11456994,2022-04-18 09:12:58,585669.28,220515.19,1047630,427100.0,Trifolium repens,Biel/Bienne,4.0,ta104,,BE,3.0,439.2,12.0,2022-04-18 09:12:58,trifoliumrepens
476,11456993,2022-04-18 09:13:48,585622.69,220485.52,1046080,413100.0,Taraxacum cf. officinale aggr.,Biel/Bienne,6.0,ta104,,BE,1.5,439.2,12.0,2022-04-18 09:13:48,taraxacumofficinale
477,11456992,2022-04-18 09:16:34,585621.63,220484.57,1008720,77900.0,Capsella bursa-pastoris,Biel/Bienne,5.0,ta104,,BE,2.0,439.2,12.0,2022-04-18 09:16:34,capsellabursa-pastoris
478,11456991,2022-04-18 09:18:09,585612.04,220459.14,1042030,376000.0,Saxifraga tridactylites,Biel/Bienne,5.0,ta104,,BE,2.0,439.3,12.0,2022-04-18 09:18:09,saxifragatridactylites
479,11456990,2022-04-18 09:18:31,585609.57,220456.57,1047520,426000.0,Trifolium cf. medium,Biel/Bienne,4.0,ta104,,BE,2.5,439.3,12.0,2022-04-18 09:18:31,trifoliummedium
480,11456989,2022-04-18 09:19:11,585605.82,220453.45,1017800,156700.0,Erophila verna aggr.,Biel/Bienne,,ta104,,BE,2.5,439.3,11.0,2022-04-18 09:19:11,erophilaverna
481,11456988,2022-04-18 09:20:17,585596.17,220471.11,1043530,390500.0,Senecio vulgaris,Biel/Bienne,5.0,ta104,,BE,2.5,439.2,11.0,2022-04-18 09:20:17,seneciovulgaris
482,11456987,2022-04-18 09:20:40,585600.48,220474.92,1070009,,Poaceae,Biel/Bienne,5.0,ta104,D,BE,2.0,439.2,16.0,2022-04-18 09:20:40,poaceae
483,11456986,2022-04-18 09:23:55,585600.29,220469.04,1011510,104800.0,Cerastium cf. semidecandrum,Biel/Bienne,5.0,ta104,D,BE,3.0,439.2,11.0,2022-04-18 09:23:55,cerastiumsemidecandrum
484,11456985,2022-04-18 09:24:21,585599.53,220470.53,1027510,244410.0,Lotus corniculatus aggr.,Biel/Bienne,4.0,ta104,,BE,2.5,439.2,12.0,2022-04-18 09:24:21,lotuscorniculatus
485,11456984,2022-04-18 10:08:28,584420.08,220476.5,1006490,59100.0,Bellis perennis,Biel/Bienne,5.0,ta105,,BE,2.0,435.8,13.0,2022-04-18 10:08:28,bellisperennis
486,11456983,2022-04-18 10:08:53,584416.29,220475.6,1021690,190500.0,Glechoma hederacea,Biel/Bienne,5.0,ta105,,BE,3.0,435.8,12.0,2022-04-18 10:08:53,glechomahederacea
487,11456982,2022-04-18 10:09:11,584414.17,220476.23,1001230,10400.0,Ajuga reptans,Biel/Bienne,4.0,ta105,,BE,2.5,435.8,12.0,2022-04-18 10:09:11,ajugareptans
488,11456981,2022-04-18 10:09:47,584399.64,220477.58,1046080,413100.0,Taraxacum cf. officinale aggr.,Biel/Bienne,5.0,ta105,,BE,2.5,433.4,12.0,2022-04-18 10:09:47,taraxacumofficinale
489,11456980,2022-04-18 10:10:31,584384.07,220478.58,1002520,22100.0,Alliaria petiolata,Biel/Bienne,5.0,ta105,,BE,2.5,433.4,12.0,2022-04-18 10:10:31,alliariapetiolata
490,11456979,2022-04-18 10:12:18,584377.09,220488.68,1043830,393600.0,Sherardia arvensis,Biel/Bienne,4.0,ta105,D,BE,3.5,433.4,12.0,2022-04-18 10:12:18,sherardiaarvensis
491,11456978,2022-04-18 10:14:22,584380.36,220475.91,1015490,138900.0,Diplotaxis muralis,Biel/Bienne,5.0,ta105,,BE,3.0,431.6,11.0,2022-04-18 10:14:22,diplotaxismuralis
492,11456977,2022-04-18 10:14:40,584380.78,220477.52,1034390,308100.0,Plantago media,Biel/Bienne,4.0,ta105,,BE,3.0,431.6,12.0,2022-04-18 10:14:40,plantagomedia
493,11456976,2022-04-18 10:15:02,584383.24,220478.75,1021470,188795.0,Geranium robertianum,Biel/Bienne,4.0,ta105,,BE,3.0,433.4,11.0,2022-04-18 10:15:02,geraniumrobertianum
494,11456975,2022-04-18 10:15:38,584381.97,220482.28,1037370,336595.0,Ranunculus acris,Biel/Bienne,5.0,ta105,,BE,2.5,433.4,13.0,2022-04-18 10:15:38,ranunculusacris
495,11456974,2022-04-18 10:16:30,584379.28,220480.03,1030020,268900.0,Narcissus pseudonarcissus,Biel/Bienne,6.0,ta105,,BE,3.5,433.4,12.0,2022-04-18 10:16:30,narcissuspseudonarcissus
496,11456973,2022-04-18 10:17:05,584392.14,220478.09,1039129,,Rubus sp.,Biel/Bienne,2.0,ta105,,BE,3.0,433.4,13.0,2022-04-18 10:17:05,rubus
497,11456972,2022-04-18 10:18:55,584395.51,220478.78,1028530,255300.0,Medicago lupulina,Biel/Bienne,4.0,ta105,,BE,2.5,433.4,12.0,2022-04-18 10:18:55,medicagolupulina
498,11456971,2022-04-18 10:21:53,584422.77,220475.18,1008970,79900.0,Cardamine pratensis aggr.,Biel/Bienne,5.0,ta105,,BE,2.5,435.8,11.0,2022-04-18 10:21:53,cardaminepratensis
