,ID_ISFS,FAMILY,GENUS,Scientific name,CH,crit_CH,JU,crit_JU,MP,crit_MP
680,98500,Asteraceae,Centaurea,Centaurea cyanus,NT,['A'],VU,['B'],VU,['B']
681,98750,Asteraceae,Centaurea,Centaurea jacea,LC,,LC,,LC,
682,98900,Asteraceae,Centaurea,Centaurea jacea subsp. angustifolia,NT,['B'],NT,"['A', 'B']",NT,"['A', 'B']"
683,99000,Asteraceae,Centaurea,Centaurea jacea subsp. gaudinii,VU,['B'],-,,-,
684,98800,Asteraceae,Centaurea,Centaurea jacea subsp. jacea,LC,,LC,,LC,
685,99200,Asteraceae,Centaurea,Centaurea montana,LC,,LC,,NT,['B']
686,99300,Asteraceae,Centaurea,Centaurea nemoralis,EN,['B'],EN,['B'],EN,['B']
687,99400,Asteraceae,Centaurea,Centaurea nervosa,LC,,-,,-,
688,99600,Asteraceae,Centaurea,Centaurea nigrescens,LC,,,,,
689,99800,Asteraceae,Centaurea,Centaurea pseudophrygia,VU,['B'],-,,-,
690,99900,Asteraceae,Centaurea,Centaurea rhaetica,VU,['C'],-,,-,
691,99995,Asteraceae,Centaurea,Centaurea scabiosa,LC,,LC,,NT,['B']
692,100100,Asteraceae,Centaurea,Centaurea scabiosa subsp. alpestris,LC,,NT,['D'],DD,
693,100200,Asteraceae,Centaurea,Centaurea scabiosa subsp. grinensis,NT,['B'],VU,['A'],VU,['A']
694,100000,Asteraceae,Centaurea,Centaurea scabiosa subsp. scabiosa,LC,,LC,,NT,['B']
695,100600,Asteraceae,Centaurea,Centaurea splendens,VU,"['B', 'C']",-,,,
696,100651,Asteraceae,Centaurea,Centaurea stoebe subsp. stoebe,VU,"['B', 'C']",EN,"['B', 'C']",EN,"['B', 'C']"
697,100900,Asteraceae,Centaurea,Centaurea triumfettii,NT,"['B', 'B']",-,,-,
698,101100,Asteraceae,Centaurea,Centaurea valesiaca,NT,"['B', 'B']",-,,-,
699,101200,Gentianaceae,Centaurium,Centaurium erythraea,LC,,NT,['B'],LC,
700,101300,Gentianaceae,Centaurium,Centaurium pulchellum,VU,['B'],VU,"['A', 'B']",VU,"['A', 'B']"
701,101500,Caprifoliaceae,Centranthus,Centranthus angustifolius,EN,"['A', 'A', ' C1', ' C2a(i)', ' C2b']",EN,"['A', 'A', ' C1', ' C2a(i)', ' C2b']",-,
702,101800,Orchidaceae,Cephalanthera,Cephalanthera damasonium,LC,,LC,,LC,
703,101900,Orchidaceae,Cephalanthera,Cephalanthera longifolia,LC,,LC,,NT,['A']
704,102000,Orchidaceae,Cephalanthera,Cephalanthera rubra,LC,,LC,,LC,
705,102100,Caprifoliaceae,Cephalaria,Cephalaria alpina,NT,"['B', 'C']",VU,['B'],-,
706,102200,Caryophyllaceae,Cerastium,Cerastium alpinum,LC,,-,,-,
707,102595,Caryophyllaceae,Cerastium,Cerastium arvense,LC,,LC,,NT,['B']
708,102600,Caryophyllaceae,Cerastium,Cerastium arvense subsp. arvense,LC,,LC,,NT,['A']
709,102700,Caryophyllaceae,Cerastium,Cerastium arvense subsp. strictum,LC,,LC,,DD,
710,102800,Caryophyllaceae,Cerastium,Cerastium arvense subsp. suffruticosum,DD,,-,,-,
711,102900,Caryophyllaceae,Cerastium,Cerastium austroalpinum,VU,"['D', 'D']",-,,-,
712,102950,Caryophyllaceae,Cerastium,Cerastium brachypetalum,LC,,LC,,LC,
713,103000,Caryophyllaceae,Cerastium,Cerastium brachypetalum subsp. brachypetalum,LC,,LC,,LC,
714,103100,Caryophyllaceae,Cerastium,Cerastium brachypetalum subsp. tenoreanum,VU,['C'],DD,,DD,
715,103400,Caryophyllaceae,Cerastium,Cerastium cerastoides,LC,,-,,-,
716,103595,Caryophyllaceae,Cerastium,Cerastium fontanum,LC,,LC,,LC,
717,103600,Caryophyllaceae,Cerastium,Cerastium fontanum subsp. fontanum,LC,,DD,,DD,
718,103700,Caryophyllaceae,Cerastium,Cerastium fontanum subsp. lucorum,LC,,DD,,LC,
719,103800,Caryophyllaceae,Cerastium,Cerastium fontanum subsp. vulgare,LC,,LC,,LC,
720,103900,Caryophyllaceae,Cerastium,Cerastium glomeratum,LC,,LC,,LC,
721,104000,Caryophyllaceae,Cerastium,Cerastium glutinosum,NT,['B'],DD,,VU,['B']
722,104200,Caryophyllaceae,Cerastium,Cerastium latifolium,LC,,-,,-,
723,104600,Caryophyllaceae,Cerastium,Cerastium pedunculatum,LC,,-,,-,
724,104700,Caryophyllaceae,Cerastium,Cerastium pumilum,NT,['B'],DD,,NT,['B']
725,104750,Caryophyllaceae,Cerastium,Cerastium pumilum aggr.,NT,['B'],NT,['B'],NT,['B']
726,104800,Caryophyllaceae,Cerastium,Cerastium semidecandrum,LC,,LC,,LC,
727,105400,Caryophyllaceae,Cerastium,Cerastium uniflorum,LC,,-,,-,
728,105500,Ceratophyllaceae,Ceratophyllum,Ceratophyllum demersum,LC,,LC,,LC,
729,105600,Ceratophyllaceae,Ceratophyllum,Ceratophyllum submersum,EN,"['A', 'B']",CR(PE),,EN,"['A', 'B']"
730,105700,Boraginaceae,Cerinthe,Cerinthe glabra,LC,,VU,['D'],-,
731,106100,Plantaginaceae,Chaenorrhinum,Chaenorrhinum minus,LC,,LC,,LC,
732,106200,Apiaceae,Chaerophyllum,Chaerophyllum aureum,LC,,LC,,LC,
733,106600,Apiaceae,Chaerophyllum,Chaerophyllum elegans,VU,"['D', 'D']",-,,-,
734,106700,Apiaceae,Chaerophyllum,Chaerophyllum hirsutum,LC,,LC,,LC,
735,106705,Apiaceae,Chaerophyllum,Chaerophyllum hirsutum aggr.,LC,,LC,,LC,
736,107000,Apiaceae,Chaerophyllum,Chaerophyllum temulum,LC,,LC,,LC,
737,107100,Apiaceae,Chaerophyllum,Chaerophyllum villarsii,LC,,LC,,LC,
738,107200,Fabaceae,Chamaecytisus,Chamaecytisus hirsutus,VU,"['C', 'C']",-,,-,
739,107400,Fabaceae,Chamaecytisus,Chamaecytisus supinus,VU,"['C', 'C']",-,,-,
740,107700,Orchidaceae,Chamorchis,Chamorchis alpina,LC,,-,,-,
741,108200,Papaveraceae,Chelidonium,Chelidonium majus,LC,,LC,,LC,
742,108300,Amaranthaceae,Chenopodium,Chenopodium album,LC,,LC,,LC,
743,108500,Amaranthaceae,Chenopodium,Chenopodium bonus-henricus,LC,,LC,,VU,"['A', 'C']"
744,108600,Amaranthaceae,Chenopodium,Chenopodium botrys,VU,['A'],VU,['D'],VU,['D']
745,108900,Amaranthaceae,Chenopodium,Chenopodium ficifolium,LC,,NT,['B'],NT,['B']
746,109100,Amaranthaceae,Chenopodium,Chenopodium glaucum,NT,['B'],EN,['B'],VU,['B']
747,109300,Amaranthaceae,Chenopodium,Chenopodium hybridum,LC,,LC,,LC,
748,109400,Amaranthaceae,Chenopodium,Chenopodium murale,EN,['B'],CR(PE),,EN,['B']
749,109500,Amaranthaceae,Chenopodium,Chenopodium opulifolium,CR(PE),,CR(PE),,CR(PE),
750,109600,Amaranthaceae,Chenopodium,Chenopodium polyspermum,LC,,LC,,LC,
751,109800,Amaranthaceae,Chenopodium,Chenopodium rubrum,VU,['A'],EN,"['B', 'C']",EN,"['B', 'C']"
752,109950,Amaranthaceae,Chenopodium,Chenopodium suecicum,DD,,NE,,NE,
753,110000,Amaranthaceae,Chenopodium,Chenopodium urbicum,EN,['B'],-,,CR,['B']
754,110100,Amaranthaceae,Chenopodium,Chenopodium vulvaria,EN,['B'],CR(PE),,CR,['D']
755,110200,Ericaceae,Chimaphila,Chimaphila umbellata,RE,,-,,RE,
756,110300,Asteraceae,Chondrilla,Chondrilla chondrilloides,EN,['B'],-,,CR(PE),
757,110400,Asteraceae,Chondrilla,Chondrilla juncea,NT,['B'],RE,,VU,"['A', 'B']"
758,112400,Poaceae,Chrysopogon,Chrysopogon gryllus,NT,['B'],-,,-,
759,112500,Saxifragaceae,Chrysosplenium,Chrysosplenium alternifolium,LC,,LC,,LC,
760,112600,Saxifragaceae,Chrysosplenium,Chrysosplenium oppositifolium,NT,"['A', 'B']",NT,"['A', 'B']",NT,"['A', 'B']"
761,112800,Asteraceae,Cicerbita,Cicerbita alpina,LC,,LC,,DD,
762,113000,Asteraceae,Cicerbita,Cicerbita plumieri,LC,,-,,-,
763,113200,Asteraceae,Cichorium,Cichorium intybus,LC,,LC,,LC,
764,113300,Apiaceae,Cicuta,Cicuta virosa,EN,['B'],CR,['B'],EN,['B']
765,113600,Onagraceae,Circaea,Circaea ×intermedia,LC,,NT,['B'],NT,['B']
766,113400,Onagraceae,Circaea,Circaea alpina,LC,,LC,,NT,['B']
767,113500,Onagraceae,Circaea,Circaea lutetiana,LC,,LC,,LC,
768,113700,Asteraceae,Cirsium,Cirsium acaule,LC,,LC,,VU,['A']
769,113800,Asteraceae,Cirsium,Cirsium arvense,LC,,LC,,LC,
770,113900,Asteraceae,Cirsium,Cirsium canum,CR,"['C', 'C']",-,,-,
771,114000,Asteraceae,Cirsium,Cirsium eriophorum,LC,,LC,,DD,
772,114300,Asteraceae,Cirsium,Cirsium erisithales,LC,,LC,,-,
773,114400,Asteraceae,Cirsium,Cirsium helenioides,LC,,VU,['D'],-,
774,114700,Asteraceae,Cirsium,Cirsium montanum,DD,,-,,-,
775,114800,Asteraceae,Cirsium,Cirsium oleraceum,LC,,LC,,LC,
776,114900,Asteraceae,Cirsium,Cirsium palustre,LC,,LC,,LC,
777,115100,Asteraceae,Cirsium,Cirsium rivulare,LC,,LC,,NT,['B']
778,115300,Asteraceae,Cirsium,Cirsium spinosissimum,LC,,-,,-,
779,115400,Asteraceae,Cirsium,Cirsium tuberosum,VU,['A'],VU,['A'],VU,['A']
780,115500,Asteraceae,Cirsium,Cirsium vulgare,LC,,LC,,LC,
781,115600,Cistaceae,Cistus,Cistus salviifolius,VU,['C'],-,,-,
782,115700,Cyperaceae,Cladium,Cladium mariscus,NT,['B'],VU,['D'],NT,['B']
783,115900,Poaceae,Cleistogenes,Cleistogenes serotina,VU,['C'],-,,-,
784,116000,Ranunculaceae,Clematis,Clematis alpina,LC,,-,,-,
785,116300,Ranunculaceae,Clematis,Clematis recta,NT,['B'],-,,,
786,116400,Ranunculaceae,Clematis,Clematis vitalba,LC,,LC,,LC,
787,116600,Lamiaceae,Clinopodium,Clinopodium vulgare,LC,,LC,,LC,
788,116700,Brassicaceae,Clypeola,Clypeola jonthlaspi,VU,"['C', 'C']",-,,-,
789,116900,Apiaceae,Cnidium,Cnidium silaifolium,VU,"['B', 'B', ' C2a(i)']",-,,-,
790,117100,Brassicaceae,Cochlearia,Cochlearia pyrenaica,VU,"['C', 'D']",-,,-,
791,117200,Orchidaceae,Coeloglossum,Coeloglossum viride,LC,,LC,,CR,['C']
792,117250,Brassicaceae,Coincya,Coincya cheiranthos,CR(PE),,-,,CR(PE),
793,117600,Colchicaceae,Colchicum,Colchicum alpinum,NT,"['B', 'B']",-,,-,
794,117700,Colchicaceae,Colchicum,Colchicum autumnale,LC,,LC,,NT,['A']
795,118100,Fabaceae,Colutea,Colutea arborescens,NT,['B'],VU,['B'],VU,['B']
796,118400,Apiaceae,Conium,Conium maculatum,NT,['B'],NT,['B'],NT,['B']
797,118700,Ranunculaceae,Consolida,Consolida regalis,VU,['B'],EN,['B'],EN,['B']
798,118800,Asparagaceae,Convallaria,Convallaria majalis,LC,,LC,,LC,
799,118900,Convolvulaceae,Convolvulus,Convolvulus arvensis,LC,,LC,,LC,
800,119400,Orchidaceae,Corallorhiza,Corallorhiza trifida,LC,,LC,,EN,['C']
801,119600,Cornaceae,Cornus,Cornus mas,LC,,NT,['C'],NT,['C']
802,119700,Cornaceae,Cornus,Cornus sanguinea,LC,,LC,,LC,
803,120000,Fabaceae,Coronilla,Coronilla coronata,NT,"['A', 'B']",NT,"['A', 'B']",VU,['D']
804,120200,Fabaceae,Coronilla,Coronilla minima,VU,['C'],-,,-,
805,120400,Fabaceae,Coronilla,Coronilla vaginalis,LC,,LC,,-,
806,120800,Brassicaceae,Coronopus,Coronopus squamatus,EN,"['B', 'C']",RE,,EN,"['B', 'C']"
807,120900,Caryophyllaceae,Corrigiola,Corrigiola litoralis,CR(PE),,-,,CR(PE),
808,121000,Primulaceae,Cortusa,Cortusa matthioli,LC,['B'],-,,-,
809,121100,Papaveraceae,Corydalis,Corydalis cava,LC,,LC,,LC,
810,121200,Papaveraceae,Corydalis,Corydalis intermedia,NT,['B'],VU,['D'],-,
811,121300,Papaveraceae,Corydalis,Corydalis lutea,LC,,,,,
812,121500,Papaveraceae,Corydalis,Corydalis solida,LC,,EN,['B'],VU,['B']
813,121600,Betulaceae,Corylus,Corylus avellana,LC,,LC,,LC,
814,121700,Anacardiaceae,Cotinus,Cotinus coggygria,NT,['B'],,,,
815,121800,Rosaceae,Cotoneaster,Cotoneaster integerrimus,LC,,LC,,NT,['B']
816,122000,Rosaceae,Cotoneaster,Cotoneaster tomentosus,LC,,LC,,NT,['B']
817,122200,Rosaceae,Crataegus,Crataegus laevigata,LC,,LC,,LC,
818,122300,Rosaceae,Crataegus,Crataegus lindmanii,DD,,NE,,NE,
819,122400,Rosaceae,Crataegus,Crataegus monogyna,LC,,LC,,LC,
820,122500,Rosaceae,Crataegus,Crataegus monogyna aggr.,LC,,LC,,LC,
821,122700,Rosaceae,Crataegus,Crataegus rhipidophylla,DD,,NE,,NE,
822,122900,Asteraceae,Crepis,Crepis alpestris,LC,,CR(PE),,CR(PE),
823,123000,Asteraceae,Crepis,Crepis aurea,LC,,LC,,LC,
824,123100,Asteraceae,Crepis,Crepis biennis,LC,,LC,,LC,
825,123300,Asteraceae,Crepis,Crepis bocconei,LC,,VU,['D'],-,
826,123400,Asteraceae,Crepis,Crepis capillaris,LC,,LC,,LC,
827,123500,Asteraceae,Crepis,Crepis conyzifolia,LC,,-,,LC,
828,123600,Asteraceae,Crepis,Crepis foetida,LC,,LC,,LC,
829,123700,Asteraceae,Crepis,Crepis froelichiana,EN,"['B', 'C']",-,,-,
830,123900,Asteraceae,Crepis,Crepis kerneri,LC,,-,,-,
831,124000,Asteraceae,Crepis,Crepis mollis,NT,"['A', 'B']",NT,"['A', 'B']",NT,"['A', 'B']"
832,124300,Asteraceae,Crepis,Crepis paludosa,LC,,LC,,LC,
833,124500,Asteraceae,Crepis,Crepis praemorsa,VU,['A'],VU,['A'],EN,['C']
834,124700,Asteraceae,Crepis,Crepis pygmaea,LC,,-,,-,
835,124800,Asteraceae,Crepis,Crepis pyrenaica,LC,,LC,,DD,
836,124900,Asteraceae,Crepis,Crepis rhaetica,NT,['B'],-,,-,
837,125400,Asteraceae,Crepis,Crepis tectorum,VU,['C'],,,,
838,125500,Asteraceae,Crepis,Crepis terglouensis,LC,,-,,-,
839,125700,Asteraceae,Crepis,Crepis vesicaria subsp. taraxacifolia,LC,,LC,,LC,
840,125800,Iridaceae,Crocus,Crocus albiflorus,LC,,LC,,VU,"['A', 'B']"
841,126200,Rubiaceae,Cruciata,Cruciata glabra,LC,,-,,,
842,126300,Rubiaceae,Cruciata,Cruciata laevipes,LC,,LC,,LC,
843,126400,Rubiaceae,Cruciata,Cruciata pedemontana,VU,['A'],-,,-,
844,126500,Asteraceae,Crupina,Crupina vulgaris,VU,['C'],-,,,
845,126600,Pteridaceae,Cryptogramma,Cryptogramma crispa,LC,,-,,-,
846,126700,Caryophyllaceae,Cucubalus,Cucubalus baccifer,NT,"['B', 'B', ' C2a(i)']",-,,NT,['C']
847,127700,Convolvulaceae,Cuscuta,Cuscuta epilinum,RE,,RE,,RE,
848,127800,Convolvulaceae,Cuscuta,Cuscuta epithymum,LC,,NT,['B'],EN,['C']
849,127900,Convolvulaceae,Cuscuta,Cuscuta europaea,NT,['B'],EN,['B'],EN,['B']
850,128100,Primulaceae,Cyclamen,Cyclamen hederifolium,NT,['D'],,,,
851,128400,Primulaceae,Cyclamen,Cyclamen purpurascens,LC,,LC,,LC,
852,128600,Plantaginaceae,Cymbalaria,Cymbalaria muralis,LC,,LC,,LC,
853,129000,Poaceae,Cynodon,Cynodon dactylon,LC,,LC,,LC,
854,129200,Boraginaceae,Cynoglossum,Cynoglossum germanicum,NT,['B'],NT,['B'],-,
855,129300,Boraginaceae,Cynoglossum,Cynoglossum officinale,NT,['B'],NT,['B'],EN,['A']
856,129400,Poaceae,Cynosurus,Cynosurus cristatus,LC,,LC,,LC,
857,129500,Poaceae,Cynosurus,Cynosurus echinatus,EN,"['A', 'B', ' C2a(i)']",DD,,CR,"['A', 'B']"
858,129700,Cyperaceae,Cyperus,Cyperus flavescens,VU,['A'],RE,,VU,['A']
859,129800,Cyperaceae,Cyperus,Cyperus fuscus,VU,"['A', 'B']",VU,['A'],VU,['A']
860,129900,Cyperaceae,Cyperus,Cyperus glomeratus,CR,['C'],-,,-,
861,130000,Cyperaceae,Cyperus,Cyperus longus,EN,['B'],NE,,EN,['B']
862,130100,Cyperaceae,Cyperus,Cyperus michelianus,RE,,-,,-,
863,130200,Cyperaceae,Cyperus,Cyperus rotundus,EN,['D'],-,,-,
864,130300,Cyperaceae,Cyperus,Cyperus serotinus,RE,,-,,-,
865,130400,Orchidaceae,Cypripedium,Cypripedium calceolus,VU,['B'],EN,['A'],VU,['A']
866,130500,Woodsiaceae,Cystopteris,Cystopteris alpina,LC,,EN,['B'],EN,['D']
867,130600,Woodsiaceae,Cystopteris,Cystopteris dickieana,DD,,-,,-,
868,130700,Woodsiaceae,Cystopteris,Cystopteris fragilis,LC,,LC,,LC,
869,130800,Woodsiaceae,Cystopteris,Cystopteris montana,LC,,LC,,-,
870,131100,Fabaceae,Cytisus,Cytisus decumbens,EN,['B'],EN,['B'],-,
871,131200,Fabaceae,Cytisus,Cytisus emeriflorus,EN,['C'],-,,-,
872,131300,Fabaceae,Cytisus,Cytisus nigricans,NT,"['A', 'B']",VU,['A'],VU,['A']
873,131500,Fabaceae,Cytisus,Cytisus scoparius,LC,,DD,,VU,['D']
874,131800,Poaceae,Dactylis,Dactylis glomerata,LC,,LC,,LC,
875,132000,Poaceae,Dactylis,Dactylis polygama,NT,['B'],NT,['B'],NT,['B']
876,132100,Orchidaceae,Dactylorhiza,Dactylorhiza cruenta,VU,['A'],-,,-,
877,132300,Orchidaceae,Dactylorhiza,Dactylorhiza incarnata,NT,['B'],NT,['B'],NT,['B']
878,132350,Orchidaceae,Dactylorhiza,Dactylorhiza incarnata subsp. incarnata,NT,['B'],NT,['B'],NT,['B']
879,132360,Orchidaceae,Dactylorhiza,Dactylorhiza incarnata subsp. ochroleuca,EN,['C'],-,,EN,['C']
880,132500,Orchidaceae,Dactylorhiza,Dactylorhiza lapponica,NT,"['A', 'B']",VU,['D'],VU,['A']
881,132600,Orchidaceae,Dactylorhiza,Dactylorhiza maculata,LC,,LC,,LC,
882,132630,Orchidaceae,Dactylorhiza,Dactylorhiza maculata subsp. fuchsii,LC,,LC,,LC,
883,132620,Orchidaceae,Dactylorhiza,Dactylorhiza maculata subsp. maculata,VU,['C'],VU,['C'],-,
884,132700,Orchidaceae,Dactylorhiza,Dactylorhiza majalis,LC,,LC,,NT,['B']
885,132800,Orchidaceae,Dactylorhiza,Dactylorhiza sambucina,NT,"['A', 'B']",VU,['A'],RE,
886,132900,Orchidaceae,Dactylorhiza,Dactylorhiza traunsteineri,NT,"['A', 'B']",VU,"['B', 'C']",NT,['B']
887,133000,Poaceae,Danthonia,Danthonia alpina,EN,['C'],-,,-,
888,133100,Poaceae,Danthonia,Danthonia decumbens,LC,,LC,,NT,['B']
889,133300,Thymelaeaceae,Daphne,Daphne alpina,NT,['B'],NT,['B'],-,
890,133400,Thymelaeaceae,Daphne,Daphne cneorum,VU,['B'],VU,['A'],CR,"['A', 'C', ' C2a(i)']"
891,133500,Thymelaeaceae,Daphne,Daphne laureola,LC,,LC,,NT,['C']
892,133600,Thymelaeaceae,Daphne,Daphne mezereum,LC,,LC,,LC,
893,133700,Thymelaeaceae,Daphne,Daphne striata,LC,,-,,-,
894,133900,Apiaceae,Daucus,Daucus carota,LC,,LC,,LC,
895,134300,Ranunculaceae,Delphinium,Delphinium elatum,NT,['B'],,,-,
896,134800,Poaceae,Deschampsia,Deschampsia cespitosa,LC,,LC,,LC,
897,134990,Poaceae,Deschampsia,Deschampsia littoralis,CR,"['A', 'C']",CR,"['A', 'C']",CR,"['A', 'C']"
898,135200,Brassicaceae,Descurainia,Descurainia sophia,LC,,NT,['B'],NT,['B']
899,135300,Caryophyllaceae,Dianthus,Dianthus armeria,LC,,LC,,LC,
900,135500,Caryophyllaceae,Dianthus,Dianthus carthusianorum,LC,,NT,['B'],VU,['A']
901,135600,Caryophyllaceae,Dianthus,Dianthus carthusianorum subsp. carthusianorum,LC,,NT,['B'],VU,['A']
902,135700,Caryophyllaceae,Dianthus,Dianthus carthusianorum subsp. vaginatus,LC,,-,,-,
903,135900,Caryophyllaceae,Dianthus,Dianthus deltoides,VU,"['A', 'B']",DD,,EN,['A']
904,136000,Caryophyllaceae,Dianthus,Dianthus glacialis,LC,,-,,-,
905,136100,Caryophyllaceae,Dianthus,Dianthus gratianopolitanus,VU,['C'],VU,['C'],EN,['C']
906,136200,Caryophyllaceae,Dianthus,Dianthus hyssopifolius,NT,"['B', 'B']",-,,-,
907,136700,Caryophyllaceae,Dianthus,Dianthus seguieri,NT,"['A', 'B']",-,,,
908,136800,Caryophyllaceae,Dianthus,Dianthus superbus,LC,,VU,['A'],VU,"['A', 'B']"
909,136860,Caryophyllaceae,Dianthus,Dianthus superbus subsp. alpestris,LC,,DD,,-,
910,136830,Caryophyllaceae,Dianthus,Dianthus superbus subsp. superbus,VU,['A'],VU,['A'],VU,"['A', 'B']"
911,136900,Caryophyllaceae,Dianthus,Dianthus sylvestris,LC,,LC,,VU,['A']
912,137000,Rutaceae,Dictamnus,Dictamnus albus,VU,['C'],EN,['C'],EN,['C']
913,137100,Plantaginaceae,Digitalis,Digitalis grandiflora,LC,,LC,,NT,['B']
914,137300,Plantaginaceae,Digitalis,Digitalis lutea,LC,,LC,,NT,"['A', 'B']"
915,137500,Poaceae,Digitaria,Digitaria ischaemum aggr.,LC,,LC,,LC,
916,137600,Poaceae,Digitaria,Digitaria sanguinalis aggr.,LC,,LC,,LC,
917,138100,Lycopodiaceae,Diphasiastrum,Diphasiastrum ×issleri,EN,['C'],-,,-,
918,138200,Lycopodiaceae,Diphasiastrum,Diphasiastrum ×zeilleri,DD,,-,,-,
919,137800,Lycopodiaceae,Diphasiastrum,Diphasiastrum alpinum,LC,,RE,,-,
920,137900,Lycopodiaceae,Diphasiastrum,Diphasiastrum complanatum,EN,"['A', 'B']",-,,CR,['D']
921,138000,Lycopodiaceae,Diphasiastrum,Diphasiastrum tristachyum,RE,,-,,RE,
922,138900,Brassicaceae,Diplotaxis,Diplotaxis muralis,NT,['B'],NT,['B'],NT,['B']
923,139000,Brassicaceae,Diplotaxis,Diplotaxis tenuifolia,LC,,LC,,LC,
924,139200,Caprifoliaceae,Dipsacus,Dipsacus fullonum,LC,,LC,,LC,
925,139300,Caprifoliaceae,Dipsacus,Dipsacus laciniatus,LC,,NE,,NE,
926,139400,Caprifoliaceae,Dipsacus,Dipsacus pilosus,NT,['B'],NT,['B'],NT,['B']
927,139700,Asteraceae,Doronicum,Doronicum clusii,LC,,-,,-,
928,140000,Asteraceae,Doronicum,Doronicum grandiflorum,LC,,,,-,
929,140100,Asteraceae,Doronicum,Doronicum pardalianches,VU,['C'],VU,['C'],EN,['C']
930,140200,Fabaceae,Dorycnium,Dorycnium germanicum,VU,"['C', 'D']",-,,-,
931,140300,Fabaceae,Dorycnium,Dorycnium herbaceum,EN,['B'],-,,,
932,140500,Brassicaceae,Draba,Draba aizoides,LC,,LC,,LC,
933,140700,Brassicaceae,Draba,Draba dubia,LC,,-,,-,
934,140800,Brassicaceae,Draba,Draba fladnizensis,LC,,-,,-,
935,140900,Brassicaceae,Draba,Draba hoppeana,LC,,-,,-,
936,141000,Brassicaceae,Draba,Draba incana,CR,['C'],-,,-,
937,141100,Brassicaceae,Draba,Draba ladina,VU,['D'],-,,-,
938,141200,Brassicaceae,Draba,Draba muralis,NT,['B'],NT,['B'],NT,['B']
939,141300,Brassicaceae,Draba,Draba nemorosa,NT,"['B', 'B']",-,,-,
940,141400,Brassicaceae,Draba,Draba siliquosa,LC,,-,,-,
941,141550,Brassicaceae,Draba,Draba thomasii,NT,"['B', 'B', ' C2a(i)']",-,,-,
942,141600,Brassicaceae,Draba,Draba tomentosa,LC,,-,,-,
943,141700,Lamiaceae,Dracocephalum,Dracocephalum austriacum,VU,"['C', 'C']",-,,-,
944,141800,Lamiaceae,Dracocephalum,Dracocephalum ruyschiana,NT,['B'],-,,-,
945,142400,Droseraceae,Drosera,Drosera ×obovata,VU,"['A', 'B']",EN,"['A', 'B']",EN,"['A', 'B']"
946,142000,Droseraceae,Drosera,Drosera anglica,VU,"['A', 'B']",EN,['B'],VU,"['A', 'B']"
947,142100,Droseraceae,Drosera,Drosera intermedia,EN,"['A', 'B']",CR,['D'],EN,"['A', 'B']"
948,142300,Droseraceae,Drosera,Drosera rotundifolia,NT,['B'],NT,['B'],VU,['A']
949,142500,Rosaceae,Dryas,Dryas octopetala,LC,,LC,,,
950,142600,Dryopteridaceae,Dryopteris,Dryopteris affinis,LC,,LC,,LC,
951,142650,Dryopteridaceae,Dryopteris,Dryopteris affinis subsp. affinis,LC,,NE,,NE,
952,142700,Dryopteridaceae,Dryopteris,Dryopteris affinis subsp. borreri,LC,,NE,,NE,
953,142760,Dryopteridaceae,Dryopteris,Dryopteris affinis subsp. pseudodisjuncta,DD,,NE,,NE,
954,143100,Dryopteridaceae,Dryopteris,Dryopteris carthusiana,LC,,LC,,LC,
955,143200,Dryopteridaceae,Dryopteris,Dryopteris cristata,VU,"['B', 'C']",CR,['D'],VU,"['B', 'C']"
956,143300,Dryopteridaceae,Dryopteris,Dryopteris dilatata,LC,,LC,,LC,
957,143400,Dryopteridaceae,Dryopteris,Dryopteris expansa,LC,,LC,,DD,
958,143500,Dryopteridaceae,Dryopteris,Dryopteris filix-mas,LC,,LC,,LC,
959,143700,Dryopteridaceae,Dryopteris,Dryopteris remota,LC,,DD,,NT,['C']
960,143900,Dryopteridaceae,Dryopteris,Dryopteris villarii,LC,,LC,,-,
961,144100,Poaceae,Echinochloa,Echinochloa crus-galli,LC,,LC,,LC,
962,144300,Asteraceae,Echinops,Echinops sphaerocephalus,VU,['C'],,,,
963,144500,Boraginaceae,Echium,Echium vulgare,LC,,LC,,LC,
964,144600,Elatinaceae,Elatine,Elatine alsinastrum,RE,,-,,RE,
965,144700,Elatinaceae,Elatine,Elatine hexandra,CR,['D'],CR,['D'],CR(PE),
966,144800,Elatinaceae,Elatine,Elatine hydropiper,CR,['B'],-,,-,
967,145000,Cyperaceae,Eleocharis,Eleocharis acicularis,VU,['B'],VU,['B'],EN,['B']
968,145100,Cyperaceae,Eleocharis,Eleocharis atropurpurea,RE,,-,,RE,
969,145200,Cyperaceae,Eleocharis,Eleocharis austriaca,NT,['B'],VU,['A'],NT,['B']
970,145400,Cyperaceae,Eleocharis,Eleocharis mamillata,VU,['A'],VU,['A'],VU,['A']
971,145600,Cyperaceae,Eleocharis,Eleocharis ovata,EN,"['A', 'B']",CR,['C'],CR,['C']
972,145700,Cyperaceae,Eleocharis,Eleocharis palustris,NT,['B'],NT,['B'],NT,['B']
973,145705,Cyperaceae,Eleocharis,Eleocharis palustris aggr.,NT,['B'],NT,['B'],NT,['B']
974,145900,Cyperaceae,Eleocharis,Eleocharis quinqueflora,LC,,VU,['A'],VU,['A']
975,146000,Cyperaceae,Eleocharis,Eleocharis uniglumis,VU,"['A', 'B']",VU,"['A', 'B']",VU,"['A', 'B']"
